web-scraper-order,web-scraper-start-url,title,body
1650413961-553,https://www.inshorts.com/en/read,Man arrested for giving pistol to an accused in Jahangirpuri violence,"Delhi Police have arrested a person named 'Gulli' for allegedly giving a pistol to an accused in the Jahangirpuri violence case. The police also arrested 28-year-old Imam alias Sonu, who was seen in a video purportedly firing a gun during the violence at Jahangirpuri. Drones are being used for surveillance in Delhi's Jahangirpuri after the violence, reports said."
1650413961-809,https://www.inshorts.com/en/read,"Mandakini to make a comeback after 26 years, to star in son's music video","'Ram Teri Ganga Maili' actress Mandakini, who quit the film industry in 1996, is making a comeback with a music video, which will also feature her son Rabbil. The song is about a mother and is titled 'Maa O Maa', director Sajan Agarwal said. ""[It's] a very beautiful song and I instantly fell in love with it,"" Mandakini said."
1650413961-718,https://www.inshorts.com/en/read,27-yr-old woman stabbed in thigh on New York City subway; suspect at large,"A 27-year-old woman was stabbed in the thigh on a New York City subway platform on Monday, police said. The unidentified suspect fled ""topside"" out of the subway system and has not been arrested yet. The attack comes six days after a 62-year-old man opened fire in a New York City subway car, injuring more than 20 people."
1650413961-747,https://www.inshorts.com/en/read,"SBI hikes lending rate by 0.1%, EMIs to go up","India's biggest lender State Bank of India (SBI) has hiked the marginal cost of funds-based lending rate (MCLR) by 10 basis points, or 0.1%, across all loan tenors. With the increase, EMIs will go up for those borrowers who availed loans on MCLR. After the SBI, Kotak Mahindra, Bank of Baroda and Axis Bank also announced an increase in MCLR."
1650413961-919,https://www.inshorts.com/en/read,Female TikTok star jailed for 3 years for exploiting girls for money in Egypt,Female Egyptian TikTok star Haneen Hossam has been sentenced to three years in prison after being accused of exploiting girls for money through video-sharing platforms. Hossam was convicted of human trafficking over an invitation to her followers to get paid for making live videos. Human rights activists said she has been prosecuted as part of a crackdown on female influencers.
1650413961-1110,https://www.inshorts.com/en/read,Can't wait for the exceptional ride: Johar on trailer of Ajay's 'Runway 34',"Karan Johar has praised the trailer of Ajay Devgn's upcoming film 'Runway 34', writing on Twitter, ""Breathtaking and thrilling."" ""Cannot wait for the exceptional ride...An intriguing edge of the seat story and the perfect summer film,"" he added. Ajay thanked Karan and wrote, ""That's a really cool compliment...I would like for you to see the film, when...first copy is out."""
1650413961-1222,https://www.inshorts.com/en/read,"K'taka woman kills 6-month-old son, hangs self after husband dies","A 30-year old woman in Karnataka's Mangaluru allegedly killed her six-month-old son by strangulating him with a saree before hanging herself to death. The woman, who was staying at her brother's house, reportedly took this step after learning about her husband's sudden death. According to police, her 36-year-old husband died after being hit by an SUV while crossing a road."
1650413961-1330,https://www.inshorts.com/en/read,Will try and comeback again: Rohit after MI's 6th straight loss,"After losing their 6th consecutive IPL match on Saturday, Mumbai Indians skipper Rohit has said that their side ""will try and comeback"". ""I take full responsibility. It's not the end of the world, we have come back before and we will try and comeback again,"" Sharma said. He added that KL Rahul, who scored a century, batted ""brilliantly"" against them."
1650413961-851,https://www.inshorts.com/en/read,"Hyd police nab 15 over gambling on rooster fights; ₹29,280 seized","Hyderabad's LB Nagar Special Operations Team has nabbed 15 people who were allegedly organising gambling on rooster fights in the forest area on the outskirts of Adibatla, the police tweeted on Tuesday. The police also recovered ₹29,280 and other items from the accused. The accused tried to escape when they noticed the police team but were caught."
1650413961-648,https://www.inshorts.com/en/read,Growing stronger: Tahira shares a video lifting heavy weights after 3.5 yrs,"Actor Ayushmann Khurrana's wife, author Tahira Kashyap Khurrana shared a glimpse of her workout video. Her latest video shows her regaining her strength and lifting heavy weights after three and a half years. Sharing the video, Tahira wrote, ""Growing stronger! Being able to lift this much after 3.5 years."" Taking to the comments section, actress Shilpa Shetty commented, ""Daaanggg."""
1650413961-1211,https://www.inshorts.com/en/read,Either I can’t sleep or I sleep for 10-12 hrs: Sonam on pregnancy,"Actress Sonam Kapoor, speaking about her pregnancy, has said that it has been ""very tough"" for her. ""Your body changes every week, every day, and there are new experiences,"" she stated. Sonam further said, ""Sometimes I can't sleep because I am running to the loo or I'm like sleeping for 10-12 hours and nobody can wake me up."""
1650413961-1206,https://www.inshorts.com/en/read,Anupam Kher shares pics showing his physical transformation; fans react,"Actor Anupam Kher on Sunday took to Instagram to share pictures of his physical transformation. He wrote, ""Your desire to change must be greater than your desire to stay the same! Being fit doesn’t begin in the gym with a dumbbell; it starts with a decision in your head!"" Commenting on his post, a user wrote, ""What a transformation sir!"""
1650413961-1180,https://www.inshorts.com/en/read,"Divyansh-Manuraj crowned winners of India's Got Talent Season 9, win ₹20-lakh cash prize","Beatboxer Divyansh and flautist Manuraj have been crowned the winners of India's Got Talent Season 9. The duo won a cash prize of ₹20 lakh and a car. First runner-up Ishita Vishwakarma and second runner-up Bomb Fire Crew took home cash prize of  ₹5 lakh each. Divyansh hails from Jaipur, while Manuraj is from Bharatpur."
1650413961-986,https://www.inshorts.com/en/read,Cyprus eases COVID-19 entry requirements for vaccinated arrivals,"Cyprus on Monday announced that vaccinated arrivals won't have to undergo COVID-19 testing prior to boarding a flight or on arrival. Additionally, all Cyprus-bound passengers will no longer be required to fill out a travel form, also known as 'Cyprus Flight Pass'. Unvaccinated arrivals will, however, need to undergo either an RT-PCR or rapid antigen test prior to arrival."
1650413961-925,https://www.inshorts.com/en/read,Apollo Global Management interested in a Twitter deal: Report,"Private equity firm Apollo Global Management has expressed interest in participating in a deal for Twitter, Reuters reported citing sources. Apollo is seeking ways it can provide financing to any deal and is open to working with Musk or any other bidder. Earlier, Thoma Bravo had expressed interest in a buyout after Tesla CEO Elon Musk announced his bid."
1650413961-704,https://www.inshorts.com/en/read,Jason Momoa to star in Warner Bros' 'Minecraft' film: Reports,"Actor Jason Momoa is all set to star in Warner Bros' live-action 'Minecraft' movie, according to reports. The upcoming film will reportedly be directed by Jared Hess of 'Napoleon Dynamite' fame. Jason will also be seen in 'Aquaman and the Lost Kingdom', the sequel to the 2018 film 'Aquaman'. The sequel is slated to release in March 2023."
1650413961-615,https://www.inshorts.com/en/read,"'Kem cho? Majama?', says WHO chief as PM Modi applauds; video surfaces","A video has shown WHO Director-General Dr Tedros Adhanom Ghebreyesus talking in Gujarati during an event in Jamnagar. The video shows Ghebreyesus saying, ""Kem cho? Majama? (How are you? Fine?)"", while PM Narendra Modi is seen laughing and applauding. He was speaking at the inaugural ceremony of the WHO-Global Centre for Traditional Medicine."
1650413961-1034,https://www.inshorts.com/en/read,Invited Macron to see evidence of ‘genocide’ in Ukraine: Zelenskyy,"Ukrainian President Volodymyr Zelenskyy said that he has invited his French counterpart Emmanuel Macron to visit Ukraine and see the evidence of 'genocide'. ""I want him (Macron) to understand that this is not war, but...[a] genocide,"" Zelenskyy added. His comments come days after Macron refused to call the ongoing Russian military offensive in Ukraine a 'genocide' in an interview."
1650413961-531,https://www.inshorts.com/en/read,"Delhi sees 632 fresh COVID-19 cases, positivity rate drops to 4.42% from 7.72%","Delhi reported 632 fresh cases of COVID-19 on Tuesday, a day after it saw 501 cases. The daily positivity rate in the national capital was 4.42% as compared to 7.72% reported on Monday. The city saw zero deaths due to COVID-19 in the last 24 hours, while the active cases stood at 1,274."
1650413961-895,https://www.inshorts.com/en/read,Salman and me were cordial & nice but I was never really close to him: Bhumika,"Actress Bhumika Chawla, who was seen alongside actor Salman Khan in 'Tere Naam', said that the two were cordial and nice but she was never really close to the actor. She also said that she did not have ""that much"" interaction with him on a personal front. ""I don't think I could get influenced by him,"" she added."
1650413961-1068,https://www.inshorts.com/en/read,Over 100 Islamist insurgents killed recently: Joint African forces,"A joint military force of African countries, consisting of Nigeria, Niger and Cameroon, said on Sunday that they have killed over 100 Islamist insurgents in recent weeks. The killed insurgents included 10 commanders, it added. A joint task force spokesperson said that troops had entered deep into insurgent-controlled enclaves in Lake Chad area and recovered weapons, food and illicit drugs."
1650413961-632,https://www.inshorts.com/en/read,Hyd's Bahadurpura flyover opens for public; to ease traffic congestion,"Telangana Minister KT Rama Rao and Mohammed Mahmood Ali inaugurated the six-lane bi-directional flyover at Bahadurpura in Hyderabad on Tuesday. The flyover from Bahadurpura Police Station to Nehru Zoological Park, which has been constructed at an estimated cost of ₹69 crore, is expected to ease traffic congestion in the area. Hyderabad MP Asaduddin Owaisi was also present during the inauguration."
1650413961-712,https://www.inshorts.com/en/read,UP government cancels leaves of police personnel till May 4,"Uttar Pradesh government has cancelled leaves of all police personnel in the state till May 4. The orders, issued late on Monday night, have reportedly been passed in view of festivals in the coming days. CM Yogi Adityanath has also directed officials to hold dialogues with religious leaders within the next 24 hours to ensure peace during the upcoming festivals."
1650413961-1140,https://www.inshorts.com/en/read,"Shelling killed 18, injured 100 in Kharkiv in 4 days: Ukraine Prez","Ukraine's President Volodymyr Zelenskyy on Sunday said that Russia's shelling is ""constant"" in Kharkiv and 18 people were killed in the past four days due to it. He added that over 100 people were also injured due to the shelling in the same period. ""This is nothing but deliberate terror: mortars, artillery against ordinary residential quarters,"" he further said."
1650413961-1125,https://www.inshorts.com/en/read,Received ₹500 as my 1st pay for working as a hostess at a conference: Samantha,"Actress Samantha Ruth Prabhu during a Q&A session on Instagram revealed that her first income was ₹500 which she had received as a hostess for an eight-hour shift at a conference in a hotel. She added that she was in Class 10 or 11 at that time. Born in Chennai, Samantha attended St Stephen's Matriculation School in Pallavaram."
1650413961-625,https://www.inshorts.com/en/read,Govt revising all testing norms for EV batteries & cells: Reports,"The government is revising all testing norms for batteries, battery management and cells after multiple EV scooters caught fire across India, CNBC-TV18 reported. The government is holding a dialogue with companies connected with the fire incidents. Okinawa, Ola, Jitendra Electric and Pure EV are being advised on steps that need to be taken to prevent such fires in future."
1650413961-1228,https://www.inshorts.com/en/read,Sri Lankan protesters demand justice for victims of 2019 attacks,"A group of protesters in Sri Lanka on Sunday demanded justice for the victims of the suicide bombings on Easter Sunday in 2019. The protesters lit candles and displayed banners and placards during a silent protest in the capital, Colombo. The protesters demanded the government uncover what they called the real conspirators behind the attacks."
1650413961-763,https://www.inshorts.com/en/read,Allu Arjun rejects a large amount deal to endorse tobacco product: Report,"Actor Allu Arjun has declined to become the face of a tobacco company despite being offered ""a hefty sum"", according to a report. ""He rejected it without a second thought as he personally doesn't consume it. [He] doesn't want his fans to watch the ad and start consuming the product, which can lead to addiction,"" Pinkvilla said quoting a source."
1650413961-1301,https://www.inshorts.com/en/read,"BJP mentally divided India, worst is yet to come: Cong spokesperson","Congress Chief Spokesperson Atul Londhe said BJP has already ""mentally divided"" India and Hindus will be further segregated as ""upper castes-lower castes"". Centre's plans to impose Hindi has also sowed a north-south division, Londhe added. Speaking on the claims that BJP is using central agencies to retain power, Londhe said, ""No [Maharashtra government] leaders get any kind of relief."""
1650413961-1284,https://www.inshorts.com/en/read,Campus Activewear IPO expected to be launched in May: Reports,"Campus Activewear's IPO is expected to be launched in May 2022, according to reports. The company plans to sell 5.1 crore shares that'll be offered for sale by promoters and investors. The money raised will go to shareholders and Campus won't receive any of the funds. It had received market regulator SEBI's nod for the IPO launch in March."
1650413961-613,https://www.inshorts.com/en/read,Your pain is our pain: Manchester United to Ronaldo after his newborn son passes away,"After Cristiano Ronaldo announced the death of his newborn son, Manchester United tweeted, ""Your pain is our pain."" The club further said in a statement, ""Family is more important than everything and Ronaldo is supporting his loved ones at this immensely difficult time...We can confirm he will not feature in the match against Liverpool at Anfield on Tuesday evening."""
1650413961-592,https://www.inshorts.com/en/read,"I hate Shang-Chi comics, character is not fleshed out: Simu Liu","Actor Simu Liu has revealed that he hates certain Shang-Chi comics due to the way the stories involving the Chinese-American superhero were written. Simu added that the comics were written by white men who didn't understand an authentic Asian-American experience. ""[Shang-Chi in the comics] was very serious, spoke mostly in mystical proverbs and didn't feel fleshed out,"" the actor said."
1650413961-961,https://www.inshorts.com/en/read,"Ready to review executive powers, says Sri Lanka's Prez amid crisis","Sri Lankan President Gotabaya Rajapaksa on Monday said that he's open to changes in the nation's constitution, potentially setting the stage for curbing the executive powers of his office. Rajapaksa's comment is an attempt to appease protesters calling for his ouster amid a severe economic crisis in the country, a report said. He appointed 17 new Cabinet ministers today."
1650413961-817,https://www.inshorts.com/en/read,"Tribals will continue to fight for their heritage, tradition: CPI(M) leader","CPI(M) West Bengal Secretary Mohammed Salim has criticised the ruling TMC government's Deucha Pachami coal block mining project in the Birbhum district. ""This is the (tribals') heritage and tradition...They will fight and we will continue our support to them,"" Salim said. He also claimed that the Trinamool's land acquisition supporters were shown black flags by the tribals on Monday."
1650413961-934,https://www.inshorts.com/en/read,"Sri Lanka may overcome economic crisis if govt, people cooperate: Ex-PM","Ex-Sri Lankan PM Ranil Wickremesinghe said on Monday that the country's ongoing economic crisis can be solved if both the government and citizens accept a uniform solution. He added that the anti-government protesters have created a situation of political instability in the country. Notably, Sri Lanka announced 17 new ministerial appointments today, weeks after 26 ministers resigned from Cabinet."
1650413961-723,https://www.inshorts.com/en/read,Insurance scheme for healthcare workers on COVID-19 duty extended,"The insurance scheme for healthcare workers who are engaged in COVID-19-related duties has been extended by 180 days from today, the government said in a press release. The scheme, which is under the Pradhan Mantri Garib Kalyan Package (PMGKP), has been extended to ""provide the safety net to the dependents of health workers"". The PMGKP was launched in March 2020."
1650413961-652,https://www.inshorts.com/en/read,Leaked pictures of Prabhas from 'Salaar' sets surface online,"Two pictures of actor Prabhas from the sets of his upcoming film 'Salaar' have been leaked online. The film is directed and written by Prashanth Neel, who has directed the 'KGF' franchise. Actress Shruti Haasan is the female lead in the film and actor Prithviraj will also feature in the film. The film's release date is yet to be announced."
1650413961-953,https://www.inshorts.com/en/read,Putin discusses Ukraine crisis with Palestinian President Abbas,"Russian President Vladimir Putin held a phone call with his Palestinian counterpart Mahmoud Abbas and discussed the ongoing conflict in Ukraine, Kremlin said on Monday. The two leaders also discussed escalating tensions in West Bank and East Jerusalem, Kremlin added. At least 152 Palestinians were injured in clashes with Israeli riot police inside Jerusalem's Al-Aqsa mosque compound on Friday."
1650413961-709,https://www.inshorts.com/en/read,No chance of communal clashes post-Ramzan in Maharashtra: Minister,"Maharashtra Home Minister Dilip Walse Patil on Tuesday said there is no possibility of communal clashes erupting in the state after the ongoing month of Ramzan. ""Some parties are attempting to create a communal divide in the state...There is no information on such (riots) in the state. However, the police are monitoring the situation closely,"" Patil said."
1650413961-1042,https://www.inshorts.com/en/read,"Training aircraft of pvt flying school topples on runway, 1 injured","A training aircraft of a private flying school toppled during landing at the Jakkur Aerodrome in Bengaluru on Sunday evening. An international skydiving champion, who was on the aircraft, received minor injuries as she was rescued by the pilot. The pilot reportedly spotted dogs and birds on the runway after landing and acted immediately."
1650413961-527,https://www.inshorts.com/en/read,Leopard that killed an 8-yr-old boy shot dead in U'khand's Tehri,"A leopard, which killed an eight-year-old boy in Uttarakhand's Tehri district, was shot dead after it ""returned to its kill site to devour the remaining body on Monday"", a forest officer said. The boy was attacked while walking to a village to attend a wedding ceremony. Officials believe the leopard attacked humans as its damaged nails prevented it from hunting."
1650413961-1102,https://www.inshorts.com/en/read,Torture chambers built by Russian troops in southern Ukraine: Zelenskyy,"Ukrainian President Volodymyr Zelenskyy on Sunday said Russian troops in southern Ukraine have been carrying out torture and kidnappings. ""Torture chambers are built there. They abduct representatives of local governments and anyone deemed visible to local communities,"" he said in an address to the nation. Zelenskyy said that humanitarian aid has been stolen, creating famine."
1650413961-1138,https://www.inshorts.com/en/read,I don't remember seeing Dhoni losing too many games like this: Vaughan,"Ex-England captain Michael Vaughan questioned Ravindra Jadeja's captaincy after CSK's fifth loss in six games in the ongoing IPL season and said that he doesn't remember ex-captain MS Dhoni losing too many games like this. ""Honestly, it wasn't a tight game [against GT] and they lost it. They should've easily won that game by 10 or 15 runs,"" he added."
1650413961-489,https://www.inshorts.com/en/read,Captain of large Russian landing ship killed in Ukraine: Reports,The captain of a large Russian landing ship has reportedly been killed in Ukraine. Governor of Sevastopol Mikhail Razvozhayev said Captain Alexander Chirva died from wounds he sustained during a battle with Ukrainian defenders. Captain Chirva was the commander of the Russian landing ship Caesar Kunikov which is a part of Russia's Black Sea fleet.
1650413961-1045,https://www.inshorts.com/en/read,"Bitcoin falls to lowest in a month, global crypto market's value falls to $1.9 trillion","The world's largest cryptocurrency Bitcoin fell as much as 4.2% to $38,580 and the second-largest cryptocurrency, Ether, dropped 4.7% to as low as $2,902 on Monday. The global crypto market’s value dropped about 4% in the past 24 hours to $1.9 trillion, according to the pricing from CoinGecko. Bitcoin has been struggling along with risk assets in recent months."
1650413961-596,https://www.inshorts.com/en/read,Delhi's COVID-19 positivity rate jumped 3-fold between April 11-18,"The COVID-19 positivity rate in Delhi registered a nearly three-fold rise between April 11 and 18, according to data released by Delhi's health department. While the positivity rate stood at 2.7% on April 11, it jumped to 7.72% on April 18. Last week, Delhi recorded 2,606 COVID-19 positive cases against 67,360 tests with an average positivity rate of 4.79%."
1650413961-1159,https://www.inshorts.com/en/read,It is clear that BJP itself is behind Jahangirpuri violence: AAP,"AAP on Sunday alleged that considering the recent events, it is ""clear"" that BJP is behind the violence that broke out in Delhi's Jahangirpuri. Delhi BJP chief Adesh Gupta had honoured ""goons"" who were arrested for vandalising the national capital's CM's residence, it said. ""When you...honour such goons you send a message...that you're on the side of violence,"" it added."
1650413961-1103,https://www.inshorts.com/en/read,Which cricketers have bowled 20th over of an innings as maiden in IPL history?,"SRH pacer Umran Malik became the fourth bowler to record the 20th over of an innings as maiden in IPL after conceding no runs and taking three wickets in PBKS' 20th over. Irfan Pathan bowled the 20th over as maiden, while representing KXIP against MI in 2008. Other bowlers to do so are Lasith Malinga (2009) and Jaydev Unadkat (2017)."
1650413961-1096,https://www.inshorts.com/en/read,Will target Israel's heart if it acts against Iran: Prez Raisi,"Iran's President Ebrahim Raisi has warned Israel of a military response if it acts against the Islamic nation. ""If you [Israel] take the slightest move against our nation, our armed forces will target the heart of the Zionist regime,"" said Raisi. This comes after Israel said it will not accept Iran as ""a nuclear threshold state""."
1650413961-593,https://www.inshorts.com/en/read,"I used to be insomniac, now I'm early morning person: Shahid Kapoor","Actor Shahid Kapoor, speaking about his sleeping habits, said that he wakes up early. Shahid further stated that if he has a shoot at 8-9 am, he wakes up 3.5 hours before it. ""I used to be an insomniac. Now I'm a very early morning person...I love morning energy and by 6-6.30 in the evening I am out,"" Shahid added."
1650413961-794,https://www.inshorts.com/en/read,Will Ram Navami processions be taken out in Pak if not in India: Giriraj,"Union Minister and BJP leader Giriraj Singh asked if Ram Navami processions should be taken out in Pakistan, Bangladesh and Afghanistan if not in India. ""Had processions of any other faith...been attacked, leaders like Rahul Gandhi and ailing (RJD President) Lalu Prasad...would have hit the streets for their political tourism,"" he added."
1650413961-803,https://www.inshorts.com/en/read,I am doing my own biopic: Lalit Modi on reports of film being made on him,"Former IPL Chairman Lalit Modi responded to reports of a film being made about him. In two separate posts, he wrote, ""Surprised to see my name associated with some book soon to be a movie. I've NOTHING...to do with this film or book...Just to be clear- I'm doing my own."" He added that he'll announce it in a few weeks."
1650413961-885,https://www.inshorts.com/en/read,"Biggest risk of cryptocurrency will be money laundering, terror financing: Sitharaman","The biggest risk of cryptocurrency would be money laundering and its use for financing terror, said Finance Minister Nirmala Sitharaman. ""I think regulation using technology is the only answer. Regulation using technology will have to be so adept, that it has to be not behind the curve, but be sure that it is on the top of it,"" she added."
1650413961-679,https://www.inshorts.com/en/read,"Russia's new offensive will fail, they don't have enough strength: Ukraine","Russia's new offensive in eastern Ukraine is going ""very cautiously"" but ""the battle will not go in Russia's favour"", Ukrainian Presidential Advisor Oleksiy Arestovych said. ""Their offensive will fail, I give you a 99% guarantee, they simply do not have enough strength,"" he added. Arestovych also said that Russian forces were trying to find ""sensitive spots"" in Ukraine's defences."
1650413961-1109,https://www.inshorts.com/en/read,Grammy-winning singer Jon Batiste to make acting debut with The Color Purple,"Multiple Grammy-winning singer Jon Batiste is set to make his feature acting debut with 'The Color Purple'. Blitz Bazawule, the filmmaker behind Beyoncé's 'Black Is King', will direct the upcoming project. In addition to Batiste, 'The Color Purple' will also feature Taraji P. Henson, Fantasia Barrino, Danielle Brooks, Colman Domingo, Corey Hawkins and others."
1650413961-497,https://www.inshorts.com/en/read,"Maharashtra reports 137 new COVID-19 cases, three deaths","Maharashtra, on Tuesday, logged 137 new COVID-19 cases taking its tally to 78,76,041, the latest health department bulletin showed. There were three casualties reported as well, pushing the overall death tally to 1,47,830, according to the bulletin. Out of three new deaths in Maharashtra, Pune accounted for two deaths while Parbhani saw a single fatality."
1650413961-1202,https://www.inshorts.com/en/read,Teen falls to death from waterfall while clicking selfie in Pune,"Police and rescue teams on Sunday recovered the body of an 18-year-old boy, a day after he fell into Kund Mala waterfall in Pune while clicking a selfie. The body was found stuck in the water hyacinth and was retrieved, officials said. According to police, six students of Indira College, including the deceased, had gone to visit the waterfall."
1650413961-761,https://www.inshorts.com/en/read,Don't want to play friend who drives hero to girlfriend’s house: Anant Vidhaat,"Actor Anant Vidhaat said that he does not want to play the role of a friend who drives the hero to his girlfriend's house. ""I better engage myself doing theatre than doing those roles,"" he said, adding, ""After Sultan, I was mostly getting roles of hero's friend."" Anant said that Yash Raj Films gave him a good platform."
1650413961-1005,https://www.inshorts.com/en/read,Real Madrid's Benzema is exceptional: Man City manager Pep Guardiola,"Ahead of the Champions League semifinal fixture against Real Madrid, Manchester City manager Pep Guardiola has said that Real Madrid forward Karim Benzema is exceptional. ""Benzema is not only a scorer but is a fantastic all-round player. His career is phenomenal,"" Guardiola added. In the ongoing Champions League season, Benzema has scored 12 goals in nine games played so far."
1650413961-810,https://www.inshorts.com/en/read,Du Plessis' failure so far one of the big stories of IPL 2022: Manjrekar,"Ex-India cricketer Sanjay Manjrekar said RCB captain Faf Du Plessis' ""failure"" so far in IPL 2022 is one of the big stories of the ongoing edition. Du Plessis has scored 154 runs in six IPL 2022 matches so far at a strike rate of 123.20. The South African was the second-highest run-scorer in IPL 2021 with 633 runs for CSK."
1650413961-969,https://www.inshorts.com/en/read,"Ultimately, nobody will be able to pay more for talent than TCS: CEO","Tata Consultancy Services (TCS) CEO Rajesh Gopinathan called the current scramble for employees ""transitory"" and argued that, ultimately, nobody will be able to pay more for talent than TCS, Bloomberg reported. He said that TCS enjoys the highest structural margins. ""We enjoy the benefit of occupying the high point on the profitability side...everybody else is benchmarked below us,"" he added."
1650413961-1147,https://www.inshorts.com/en/read,5 arrested for hoisting saffron flag on dargah in Gujarat,"Five persons were arrested and a juvenile was detained for allegedly hoisting a saffron flag on a dargah during a Hanuman Jayanti procession in Gujarat's Veraval. According to police, when the procession was passing by Magrebisha Bapu's dargah, some men ""entered the dargah premises and hoisted a 'bhagva' (saffron) flag on the roof of the toilet block""."
1650413961-1230,https://www.inshorts.com/en/read,"Jet fuel price up 0.2%, touches all-time high after 2022's 8th hike","Price of aviation turbine fuel (ATF), or jet fuel, was hiked by 0.2% on Saturday to an all-time high on the back of rising global oil prices. ATF now costs ₹1,13,202.33/kl in Delhi, ₹1,11,981.99/kl in Mumbai and ₹1,17,753.6/kl in Kolkata. In eight hikes beginning January 1, ATF prices have been increased by ₹39,180.42, or almost 50%."
1650413961-1243,https://www.inshorts.com/en/read,What happened after slap was disturbing: Jay Leno on Will slapping Chris,"Speaking about actor Will Smith slapping comedian-actor Chris Rock at the 2022 Oscars, comedian Jay Leno said that the slap wasn't the most disturbing thing. ""Because he was kind of smirking after he slapped Rock. It was the yelling of the obscenities. Then you go, 'Whoa. What's going on here? This is real anger',"" Jay added."
1650413961-523,https://www.inshorts.com/en/read,He touched our hearts: PM Modi after WHO chief greets public in Gujarati,"PM Narendra Modi has thanked WHO chief Dr Tedros Adhanom Ghebreyesus for speaking in Gujarati, Hindi and English during an inaugural ceremony of the WHO-Global Centre for Traditional Medicine in Jamnagar. PM Modi said, ""[Tedros] made us feel 'Triveni'...and touched our hearts by speaking in Gujarati, Hindi and English."" Tedros had greeted public asking, ""Kem cho? Majama? (How're you? Fine?)"""
1650413961-637,https://www.inshorts.com/en/read,Not guaranteed that Macron will win French presidential polls: PM,"France PM Jean Castex said on Tuesday that Emmanuel Macron wasn't guaranteed to win the runoff in the presidential election on April 24 against his political opponent Marine Le Pen. Macron and Le Pen secured the most votes in the first round of elections. Notably, Castex has also said that he'll tender his resignation if Macron is re-elected as President."
1650413961-1248,https://www.inshorts.com/en/read,PBKS are playing an entertaining brand of cricket in IPL 2022: Jaffer,"Wasim Jaffer said PBKS are playing the most aggressive and entertaining cricket in IPL 2022, adding they end up scoring 190 even if they keep losing wickets. ""But, if they don't lose wickets...play their brand of cricket, then you might see...totals of 220-225 posted by them,"" he added. PBKS were bowled out for 151 in 20 overs against SRH today."
1650413961-562,https://www.inshorts.com/en/read,"Kendrick Lamar announces new album after 5 years, Twitter users react","After a gap of five years, rapper Kendrick Lamar announced on Twitter that his new album 'Mr Morale & the Big Steppers' will release on May 13. He added the link oklama.com containing details of the album to an old tweet that read, ""Lamar is officially retired."" ""IT'S HAPPENING,"" a Twitter user wrote. His last album 'DAMN' released in 2017."
1650413961-557,https://www.inshorts.com/en/read,Singapore & New Zealand to jointly tackle climate change: Leaders,"Singapore and New Zealand will jointly tackle climate change by cooperating on green technologies, Prime Ministers from both countries, Lee Hsien Loong and Jacinda Ardern, said on Tuesday. The countries will adopt initiatives around energy transition technology, sustainable transport and waste management, Lee added. ""We cannot...simply return to a high carbon emissions...approach,"" Ardern stated."
1650413961-521,https://www.inshorts.com/en/read,Russia expels 15 Dutch envoys in retaliatory move amid Ukraine war,"Russia on Tuesday expelled 15 Dutch diplomats from the country, its Foreign Ministry said. Among those expelled, 14 persons were employees at the Dutch embassy in Moscow and one was a staffer at the Dutch Consulate General in St. Petersburg. The move comes in response to the expulsion of 17 Russian envoys in the Netherlands last month amid Ukraine invasion."
1650413961-732,https://www.inshorts.com/en/read,Despite poor start he showed intent: Ajay Jadeja on Chahal's 5-wicket haul,"Reacting to RR spinner Yuzvendra Chahal's five-wicket haul against KKR which included a hat-trick, ex-India batter Ajay Jadeja said Chahal showed intent to pick wickets despite a ""poor"" start to his spell. ""I am trying to convince people that Chahal's cricketing brain is probably three or four times than who we think has the best brain,"" added Ajay."
1650413961-516,https://www.inshorts.com/en/read,Ukraine denies attacking Russian border village amid ongoing war,"Ukraine on Tuesday denied accusations by a Russian provincial governor that it had attacked a border village amid countries' ongoing conflict. Vyacheslav Gladkov, Governor of Russian province of Belgorod had accused Ukrainian forces of wounding three people and damaging as many as 30 houses in alleged attack. ""Ukraine is conducting a defence operation on its territory,"" Ukrainian military said."
1650413961-1006,https://www.inshorts.com/en/read,"Kejriwal to visit Bengaluru on April 21, attend farmers' convention","Delhi CM Arvind Kejriwal will visit Bengaluru on April 21 and attend a convention of farmers on the invitation of Karnataka Rajya Raitha Sangha chief and farmer leader Kodihalli Chandrashekhar. 
AAP's Karnataka Convener Prithvi Reddy said the party is the platform for people who fight for farmers' cause. He said AAP wants to get such people elected to Vidhana Soudha."
1650413961-725,https://www.inshorts.com/en/read,Kerala temple displays board banning entry of Muslims during festival; protest erupts,"Protests broke out after a board outside the Malliyottu Palottu Kavu temple in Kunhimangalam of Kerala's Kannur said that Muslims were not allowed inside the premises during a festival. The board was put up during the Vishu-related festival in the temple, held between April 14 and 19. Last year, a similar message was displayed outside the temple, as per reports."
1650413961-683,https://www.inshorts.com/en/read,5 held in Himachal after WhatsApp chat indicates paper leak in police exam,"Five youngsters from Solan's Arki area were arrested a week after their WhatsApp chat was shared on social media, allegedly indicating that the paper of the Himachal Pradesh Police constable recruitment exam had been leaked. All five had scored marks above 60 out of 80. ""Their cell phones have been seized and are being analysed,"" Solan SP, Virender Sharma, said."
